Date;Time of day;Volume activated (+)[MWh];Volume activated (-)[MWh];Activation price (+)[€/MWh];Activation price (-)[€/MWh];Volume procured (+)[MW];Volume procured (-)[MW];Procurement price (+)[€/MW];Procurement price (-)[€/MW]
Jan 4, 2022;6:15 PM;1;6;264.97;-49.99;1,983;2,008;-;-
Jan 4, 2022;6:30 PM;0;19;264.56;-47.74;1,983;2,008;-;-
Jan 4, 2022;6:45 PM;1;7;265.02;-49.7;1,983;2,008;-;-
Jan 4, 2022;7:00 PM;3;4;275.67;-50.82;1,983;2,008;-;-
Jan 4, 2022;7:15 PM;1;29;265.02;-46.5;1,983;2,008;-;-
Jan 4, 2022;7:30 PM;1;99;264.92;-36.54;1,983;2,008;-;-
Jan 4, 2022;7:45 PM;0;156;264.34;-30.17;1,983;2,008;-;-
Jan 4, 2022;8:00 PM;5;27;273.73;-36.79;1,988;2,077;-;-
Jan 4, 2022;8:15 PM;79;0;355.44;-49.22;1,988;2,077;-;-
Jan 4, 2022;8:30 PM;77;0;354.22;-49.49;1,988;2,077;-;-
Jan 4, 2022;8:45 PM;63;1;344.36;-47.71;1,988;2,077;-;-
Jan 4, 2022;9:00 PM;88;0;360.08;-49.18;1,988;2,077;-;-
Jan 4, 2022;9:15 PM;198;0;406.76;-49.59;1,988;2,077;-;-
Jan 4, 2022;9:30 PM;132;1;381.28;-44.01;1,988;2,077;-;-
Jan 4, 2022;9:45 PM;9;0;296.35;-49.28;1,988;2,077;-;-
Jan 4, 2022;10:00 PM;71;8;350.05;-39.58;1,988;2,077;-;-
Jan 4, 2022;10:15 PM;1;1;239.02;-44.97;1,988;2,077;-;-
Jan 4, 2022;10:30 PM;68;0;348.3;-49.45;1,988;2,077;-;-
Jan 4, 2022;10:45 PM;26;1;319.78;-46.35;1,988;2,077;-;-
Jan 4, 2022;11:00 PM;80;2;355.73;-41.92;1,988;2,077;-;-
Jan 4, 2022;11:15 PM;70;0;349.77;-50;1,988;2,077;-;-
Jan 4, 2022;11:30 PM;42;0;326.27;-49.24;1,988;2,077;-;-
Jan 4, 2022;11:45 PM;3;3;249.08;-41.29;1,988;2,077;-;-
Jan 5, 2022;12:00 AM;26;4;294.62;-47.78;2,175;1,982;0.13;6.64
Jan 5, 2022;12:15 AM;62;19;310.89;-46.87;2,175;1,982;0.13;6.64
Jan 5, 2022;12:30 AM;1;16;199.5;-47.04;2,175;1,982;0.13;6.64
Jan 5, 2022;12:45 AM;0;37;180;-45.69;2,175;1,982;0.13;6.64
Jan 5, 2022;1:00 AM;50;0;306.75;-47.93;2,175;1,982;0.13;6.64
Jan 5, 2022;1:15 AM;1;5;224.91;-47.71;2,175;1,982;0.13;6.64
Jan 5, 2022;1:30 AM;1;2;207.09;-47.89;2,175;1,982;0.13;6.64
Jan 5, 2022;1:45 AM;1;6;208.93;-47.61;2,175;1,982;0.13;6.64
Jan 5, 2022;2:00 AM;1;2;220.46;-47.87;2,175;1,982;0.13;6.64
Jan 5, 2022;2:15 AM;0;21;180;-46.72;2,175;1,982;0.13;6.64
Jan 5, 2022;2:30 AM;0;24;180;-46.57;2,175;1,982;0.13;6.64
Jan 5, 2022;2:45 AM;1;12;220.9;-47.27;2,175;1,982;0.13;6.64
Jan 5, 2022;3:00 AM;59;1;309.92;-47.93;2,175;1,982;0.13;6.64
Jan 5, 2022;3:15 AM;40;0;302.31;-47.93;2,175;1,982;0.13;6.64
Jan 5, 2022;3:30 AM;52;0;307.21;-47.93;2,175;1,982;0.13;6.64
Jan 5, 2022;3:45 AM;11;3;275.98;-47.82;2,175;1,982;0.13;6.64
Jan 5, 2022;4:00 AM;42;1;301.57;-38.89;2,192;1,999;0.53;5.4
Jan 5, 2022;4:15 AM;65;0;305.45;-40.93;2,192;1,999;0.53;5.4
Jan 5, 2022;4:30 AM;9;0;280.73;-40.19;2,192;1,999;0.53;5.4
Jan 5, 2022;4:45 AM;48;0;302.74;-41.42;2,192;1,999;0.53;5.4
Jan 5, 2022;5:00 AM;7;8;276.43;-35.43;2,192;1,999;0.53;5.4
Jan 5, 2022;5:15 AM;12;1;286.87;-38.69;2,192;1,999;0.53;5.4
Jan 5, 2022;5:30 AM;17;2;292.13;-38.25;2,192;1,999;0.53;5.4
Jan 5, 2022;5:45 AM;0;3;191.5;-36.99;2,192;1,999;0.53;5.4
Jan 5, 2022;6:00 AM;6;79;270.67;-26.61;2,192;1,999;0.53;5.4
Jan 5, 2022;6:15 AM;56;1;304.18;-39.22;2,192;1,999;0.53;5.4
Jan 5, 2022;6:30 AM;75;1;306.88;-39.71;2,192;1,999;0.53;5.4
Jan 5, 2022;6:45 AM;58;1;304.34;-38.94;2,192;1,999;0.53;5.4
Jan 5, 2022;7:00 AM;2;74;247.03;-27.1;2,192;1,999;0.53;5.4
Jan 5, 2022;7:15 AM;1;35;244.94;-31.91;2,192;1,999;0.53;5.4
Jan 5, 2022;7:30 AM;6;3;271.38;-37.44;2,192;1,999;0.53;5.4
Jan 5, 2022;7:45 AM;17;0;292.38;-40.11;2,192;1,999;0.53;5.4
Jan 5, 2022;8:00 AM;1;58;232.02;-55.35;2,205;2,014;1.72;0.69
Jan 5, 2022;8:15 AM;2;19;248.24;-62.38;2,205;2,014;1.72;0.69
Jan 5, 2022;8:30 AM;29;0;327.34;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;8:45 AM;178;0;371.34;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;9:00 AM;275;0;393.18;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;9:15 AM;183;0;372.27;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;9:30 AM;145;0;364.32;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;9:45 AM;19;1;315.93;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;10:00 AM;1;2;219.08;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;10:15 AM;3;15;250.57;-63.17;2,205;2,014;1.72;0.69
Jan 5, 2022;10:30 AM;1;8;212.86;-64.29;2,205;2,014;1.72;0.69
Jan 5, 2022;10:45 AM;1;10;234.64;-63.98;2,205;2,014;1.72;0.69
Jan 5, 2022;11:00 AM;36;1;331.63;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;11:15 AM;44;0;335.49;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;11:30 AM;39;1;333.42;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;11:45 AM;23;1;321.91;-65.4;2,205;2,014;1.72;0.69
Jan 5, 2022;12:00 PM;85;0;337.09;-64.34;2,197;2,002;1.34;0.48
Jan 5, 2022;12:15 PM;4;15;269.65;-46.32;2,197;2,002;1.34;0.48
Jan 5, 2022;12:30 PM;0;44;180;-43.54;2,197;2,002;1.34;0.48
Jan 5, 2022;12:45 PM;0;18;195.46;-45.97;2,197;2,002;1.34;0.48
Jan 5, 2022;1:00 PM;60;1;328.64;-56.1;2,197;2,002;1.34;0.48
Jan 5, 2022;1:15 PM;47;1;324.32;-56.01;2,197;2,002;1.34;0.48
Jan 5, 2022;1:30 PM;49;1;324.93;-59.3;2,197;2,002;1.34;0.48
Jan 5, 2022;1:45 PM;1;39;240.82;-43.96;2,197;2,002;1.34;0.48
Jan 5, 2022;2:00 PM;2;5;246.9;-50.05;2,197;2,002;1.34;0.48
Jan 5, 2022;2:15 PM;2;3;251.59;-53.54;2,197;2,002;1.34;0.48
Jan 5, 2022;2:30 PM;13;1;304.89;-56.97;2,197;2,002;1.34;0.48
Jan 5, 2022;2:45 PM;39;1;321.34;-57.06;2,197;2,002;1.34;0.48
Jan 5, 2022;3:00 PM;34;2;319.37;-55.88;2,197;2,002;1.34;0.48
Jan 5, 2022;3:15 PM;17;1;308.79;-56.06;2,197;2,002;1.34;0.48
Jan 5, 2022;3:30 PM;4;1;272.71;-57.65;2,197;2,002;1.34;0.48
Jan 5, 2022;3:45 PM;0;1;182.2;-57.39;2,197;2,002;1.34;0.48
Jan 5, 2022;4:00 PM;2;17;167.35;-48.64;2,072;2,054;3.87;0.26
Jan 5, 2022;4:15 PM;45;1;289.34;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;4:30 PM;207;0;356.72;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;4:45 PM;281;0;372.04;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;5:00 PM;198;1;354.88;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;5:15 PM;45;1;289.56;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;5:30 PM;90;1;325.51;-56.7;2,072;2,054;3.87;0.26
Jan 5, 2022;5:45 PM;27;2;253.12;-54.37;2,072;2,054;3.87;0.26
Jan 5, 2022;6:00 PM;1;37;145.17;-46.68;2,072;2,054;3.87;0.26
Jan 5, 2022;6:15 PM;1;24;137.5;-47.79;2,072;2,054;3.87;0.26
Jan 5, 2022;6:30 PM;6;2;204.81;-54.83;2,072;2,054;3.87;0.26
Jan 5, 2022;6:45 PM;3;2;189.43;-54.3;2,072;2,054;3.87;0.26
Jan 5, 2022;7:00 PM;13;3;219.64;-53.37;2,072;2,054;3.87;0.26
Jan 5, 2022;7:15 PM;2;25;181.17;-47.7;2,072;2,054;3.87;0.26
Jan 5, 2022;7:30 PM;1;91;137.5;-43.71;2,072;2,054;3.87;0.26
Jan 5, 2022;7:45 PM;2;85;166.03;-44.01;2,072;2,054;3.87;0.26
Jan 5, 2022;8:00 PM;16;2;303.62;-64;2,060;2,014;0.76;0.51
Jan 5, 2022;8:15 PM;19;33;318.68;-55.11;2,060;2,014;0.76;0.51
Jan 5, 2022;8:30 PM;1;18;137.5;-56.68;2,060;2,014;0.76;0.51
Jan 5, 2022;8:45 PM;1;9;137.5;-58.16;2,060;2,014;0.76;0.51
Jan 5, 2022;9:00 PM;3;6;194.16;-59.23;2,060;2,014;0.76;0.51
Jan 5, 2022;9:15 PM;3;2;196.7;-63.66;2,060;2,014;0.76;0.51
Jan 5, 2022;9:30 PM;1;45;137.5;-54.06;2,060;2,014;0.76;0.51
Jan 5, 2022;9:45 PM;0;244;137.5;-32.6;2,060;2,014;0.76;0.51
Jan 5, 2022;10:00 PM;1;99;137.5;-50;2,060;2,014;0.76;0.51
Jan 5, 2022;10:15 PM;0;157;137.5;-43.86;2,060;2,014;0.76;0.51
Jan 5, 2022;10:30 PM;0;69;137.5;-52.19;2,060;2,014;0.76;0.51
Jan 5, 2022;10:45 PM;0;178;137.5;-41.25;2,060;2,014;0.76;0.51
Jan 5, 2022;11:00 PM;19;7;318.66;-58.86;2,060;2,014;0.76;0.51
Jan 5, 2022;11:15 PM;1;35;137.5;-54.91;2,060;2,014;0.76;0.51
Jan 5, 2022;11:30 PM;1;12;137.5;-57.65;2,060;2,014;0.76;0.51
Jan 5, 2022;11:45 PM;3;4;194.52;-60.45;2,060;2,014;0.76;0.51
Jan 6, 2022;12:00 AM;46;1;314.1;-55.88;2,181;1,999;0.11;5.53
Jan 6, 2022;12:15 AM;8;3;272.89;-54.6;2,181;1,999;0.11;5.53
Jan 6, 2022;12:30 AM;2;1;225.57;-56.36;2,181;1,999;0.11;5.53
Jan 6, 2022;12:45 AM;73;0;322.13;-57.64;2,181;1,999;0.11;5.53
Jan 6, 2022;1:00 AM;149;1;346.17;-56.78;2,181;1,999;0.11;5.53
Jan 6, 2022;1:15 AM;165;0;350.47;-58.23;2,181;1,999;0.11;5.53
Jan 6, 2022;1:30 AM;87;0;325.5;-57.19;2,181;1,999;0.11;5.53
Jan 6, 2022;1:45 AM;0;7;137.5;-49.1;2,181;1,999;0.11;5.53
Jan 6, 2022;2:00 AM;1;11;177.51;-46.45;2,181;1,999;0.11;5.53
Jan 6, 2022;2:15 AM;1;2;212.47;-55.18;2,181;1,999;0.11;5.53
Jan 6, 2022;2:30 AM;0;4;137.5;-52.79;2,181;1,999;0.11;5.53
Jan 6, 2022;2:45 AM;1;31;165.95;-41.53;2,181;1,999;0.11;5.53
Jan 6, 2022;3:00 AM;45;9;313.66;-47.72;2,181;1,999;0.11;5.53
Jan 6, 2022;3:15 AM;139;1;343.29;-56.95;2,181;1,999;0.11;5.53
Jan 6, 2022;3:30 AM;146;0;345.29;-57.84;2,181;1,999;0.11;5.53
Jan 6, 2022;3:45 AM;51;1;315.71;-56.07;2,181;1,999;0.11;5.53
Jan 6, 2022;4:00 AM;89;1;307.73;-53.61;2,115;1,997;0.61;4.37
Jan 6, 2022;4:15 AM;14;1;269.03;-53.33;2,115;1,997;0.61;4.37
Jan 6, 2022;4:30 AM;25;1;281.96;-49.74;2,115;1,997;0.61;4.37
Jan 6, 2022;4:45 AM;1;31;150.97;-40.72;2,115;1,997;0.61;4.37
Jan 6, 2022;5:00 AM;1;111;137.51;-35.8;2,115;1,997;0.61;4.37
Jan 6, 2022;5:15 AM;0;146;137.5;-33.71;2,115;1,997;0.61;4.37
Jan 6, 2022;5:30 AM;1;37;137.51;-39.99;2,115;1,997;0.61;4.37
Jan 6, 2022;5:45 AM;1;31;137.51;-40.7;2,115;1,997;0.61;4.37
Jan 6, 2022;6:00 AM;11;88;262.37;-36.7;2,115;1,997;0.61;4.37
Jan 6, 2022;6:15 AM;23;20;280.06;-42.03;2,115;1,997;0.61;4.37
Jan 6, 2022;6:30 AM;123;0;318.14;-58.22;2,115;1,997;0.61;4.37
Jan 6, 2022;6:45 AM;150;1;326.5;-51.77;2,115;1,997;0.61;4.37
Jan 6, 2022;7:00 AM;169;1;332.42;-54.51;2,115;1,997;0.61;4.37
Jan 6, 2022;7:15 AM;228;1;349.48;-54.87;2,115;1,997;0.61;4.37
Jan 6, 2022;7:30 AM;215;0;346.09;-59.18;2,115;1,997;0.61;4.37
Jan 6, 2022;7:45 AM;227;0;349.41;-60.55;2,115;1,997;0.61;4.37
Jan 6, 2022;8:00 AM;171;1;386.57;-66.83;2,119;2,032;2.58;0.47
Jan 6, 2022;8:15 AM;229;1;410.41;-73.21;2,119;2,032;2.58;0.47
Jan 6, 2022;8:30 AM;385;0;504.29;-85;2,119;2,032;2.58;0.47
Jan 6, 2022;8:45 AM;200;0;398.13;-76.47;2,119;2,032;2.58;0.47
Jan 6, 2022;9:00 AM;100;0;361.16;-77.35;2,119;2,032;2.58;0.47
Jan 6, 2022;9:15 AM;149;0;377.52;-79.9;2,119;2,032;2.58;0.47
Jan 6, 2022;9:30 AM;78;1;350.45;-66.58;2,119;2,032;2.58;0.47
Jan 6, 2022;9:45 AM;1;1;137.5;-66.65;2,119;2,032;2.58;0.47
Jan 6, 2022;10:00 AM;43;1;327.2;-67.94;2,119;2,032;2.58;0.47
Jan 6, 2022;10:15 AM;5;1;230.16;-70.2;2,119;2,032;2.58;0.47
Jan 6, 2022;10:30 AM;65;1;342.01;-67.09;2,119;2,032;2.58;0.47
Jan 6, 2022;10:45 AM;1;37;137.5;-60.5;2,119;2,032;2.58;0.47
Jan 6, 2022;11:00 AM;0;60;137.5;-59.59;2,119;2,032;2.58;0.47
Jan 6, 2022;11:15 AM;0;40;137.5;-60.4;2,119;2,032;2.58;0.47
Jan 6, 2022;11:30 AM;1;5;137.51;-63.12;2,119;2,032;2.58;0.47
Jan 6, 2022;11:45 AM;0;79;137.5;-58.95;2,119;2,032;2.58;0.47
Jan 6, 2022;12:00 PM;8;12;250.97;-77.67;2,069;2,020;1.7;0.35
Jan 6, 2022;12:15 PM;2;18;172.65;-77.28;2,069;2,020;1.7;0.35
Jan 6, 2022;12:30 PM;1;17;137.5;-77.37;2,069;2,020;1.7;0.35
Jan 6, 2022;12:45 PM;1;48;137.5;-75.81;2,069;2,020;1.7;0.35
Jan 6, 2022;1:00 PM;1;15;137.5;-77.47;2,069;2,020;1.7;0.35
Jan 6, 2022;1:15 PM;1;15;137.5;-77.49;2,069;2,020;1.7;0.35
Jan 6, 2022;1:30 PM;1;19;158.42;-77.26;2,069;2,020;1.7;0.35
Jan 6, 2022;1:45 PM;0;31;137.5;-76.57;2,069;2,020;1.7;0.35
Jan 6, 2022;2:00 PM;1;25;137.5;-76.93;2,069;2,020;1.7;0.35
Jan 6, 2022;2:15 PM;8;2;245.55;-78.72;2,069;2,020;1.7;0.35
Jan 6, 2022;2:30 PM;32;2;321;-78.9;2,069;2,020;1.7;0.35
Jan 6, 2022;2:45 PM;18;1;287.28;-79.24;2,069;2,020;1.7;0.35
Jan 6, 2022;3:00 PM;37;1;333.68;-80.55;2,069;2,020;1.7;0.35
Jan 6, 2022;3:15 PM;55;1;365.11;-80.19;2,069;2,020;1.7;0.35
Jan 6, 2022;3:30 PM;110;1;407.07;-79.3;2,069;2,020;1.7;0.35
Jan 6, 2022;3:45 PM;87;1;394.5;-80.02;2,069;2,020;1.7;0.35
Jan 6, 2022;4:00 PM;5;2;276.89;-82.33;2,046;2,087;4.56;0.18
Jan 6, 2022;4:15 PM;1;1;225.66;-83;2,046;2,087;4.56;0.18
Jan 6, 2022;4:30 PM;0;1;216;-83.05;2,046;2,087;4.56;0.18
Jan 6, 2022;4:45 PM;1;2;216;-82.44;2,046;2,087;4.56;0.18
Jan 6, 2022;5:00 PM;4;1;262.04;-82.57;2,046;2,087;4.56;0.18
Jan 6, 2022;5:15 PM;2;1;248.81;-83.49;2,046;2,087;4.56;0.18
Jan 6, 2022;5:30 PM;8;1;291.28;-82.73;2,046;2,087;4.56;0.18
Jan 6, 2022;5:45 PM;20;1;314.54;-82.74;2,046;2,087;4.56;0.18
Jan 6, 2022;6:00 PM;1;28;216;-80.72;2,046;2,087;4.56;0.18
Jan 6, 2022;6:15 PM;1;33;216;-80.45;2,046;2,087;4.56;0.18
Jan 6, 2022;6:30 PM;0;73;216;-78.37;2,046;2,087;4.56;0.18
Jan 6, 2022;6:45 PM;1;36;216;-80.27;2,046;2,087;4.56;0.18
Jan 6, 2022;7:00 PM;1;43;216;-79.89;2,046;2,087;4.56;0.18
Jan 6, 2022;7:15 PM;1;21;216;-81.08;2,046;2,087;4.56;0.18
Jan 6, 2022;7:30 PM;2;36;234.64;-80.29;2,046;2,087;4.56;0.18
Jan 6, 2022;7:45 PM;0;100;216;-76.81;2,046;2,087;4.56;0.18
Jan 6, 2022;8:00 PM;7;6;282.17;-56.68;2,001;2,035;0.79;0.32
Jan 6, 2022;8:15 PM;1;53;138.41;-48.49;2,001;2,035;0.79;0.32
Jan 6, 2022;8:30 PM;0;84;137.5;-40.75;2,001;2,035;0.79;0.32
Jan 6, 2022;8:45 PM;0;41;137.5;-52.13;2,001;2,035;0.79;0.32
Jan 6, 2022;9:00 PM;2;6;211.37;-56.5;2,001;2,035;0.79;0.32
Jan 6, 2022;9:15 PM;10;3;302.12;-58.51;2,001;2,035;0.79;0.32
Jan 6, 2022;9:30 PM;48;7;391.3;-56.18;2,001;2,035;0.79;0.32
Jan 6, 2022;9:45 PM;1;23;137.5;-54;2,001;2,035;0.79;0.32
Jan 6, 2022;10:00 PM;50;4;392.6;-57.46;2,001;2,035;0.79;0.32
Jan 6, 2022;10:15 PM;2;5;188.37;-57.02;2,001;2,035;0.79;0.32
Jan 6, 2022;10:30 PM;32;17;373.73;-54.66;2,001;2,035;0.79;0.32
Jan 6, 2022;10:45 PM;1;2;155.93;-61.46;2,001;2,035;0.79;0.32
Jan 6, 2022;11:00 PM;58;1;398.15;-63.25;2,001;2,035;0.79;0.32
Jan 6, 2022;11:15 PM;11;6;305.62;-56.62;2,001;2,035;0.79;0.32
Jan 6, 2022;11:30 PM;1;1;152.39;-69.51;2,001;2,035;0.79;0.32
Jan 6, 2022;11:45 PM;3;1;228.4;-69.3;2,001;2,035;0.79;0.32
Jan 7, 2022;12:00 AM;1;11;211.5;-48.95;2,124;1,964;0.11;5.11
Jan 7, 2022;12:15 AM;1;111;202.2;-39.39;2,124;1,964;0.11;5.11
Jan 7, 2022;12:30 AM;0;183;139.49;-28.86;2,124;1,964;0.11;5.11
Jan 7, 2022;12:45 AM;0;254;139.98;-15.61;2,124;1,964;0.11;5.11
Jan 7, 2022;1:00 AM;36;12;293.86;-48.86;2,124;1,964;0.11;5.11
Jan 7, 2022;1:15 AM;5;5;257.63;-49.72;2,124;1,964;0.11;5.11
Jan 7, 2022;1:30 AM;2;6;239.16;-49.47;2,124;1,964;0.11;5.11
Jan 7, 2022;1:45 AM;0;35;140.29;-47.25;2,124;1,964;0.11;5.11
Jan 7, 2022;2:00 AM;64;1;320.11;-56.04;2,124;1,964;0.11;5.11
Jan 7, 2022;2:15 AM;22;14;284.41;-48.72;2,124;1,964;0.11;5.11
Jan 7, 2022;2:30 AM;1;94;143.73;-41.31;2,124;1,964;0.11;5.11
Jan 7, 2022;2:45 AM;0;176;138.34;-29.71;2,124;1,964;0.11;5.11
Jan 7, 2022;3:00 AM;2;68;228.45;-43.92;2,124;1,964;0.11;5.11
Jan 7, 2022;3:15 AM;1;28;146.67;-47.74;2,124;1,964;0.11;5.11
Jan 7, 2022;3:30 AM;1;13;169.69;-48.82;2,124;1,964;0.11;5.11
Jan 7, 2022;3:45 AM;1;17;189.52;-48.48;2,124;1,964;0.11;5.11
Jan 7, 2022;4:00 AM;2;9;200.32;-44.79;2,155;2,065;0.57;3.85
Jan 7, 2022;4:15 AM;1;1;156.26;-49.49;2,155;2,065;0.57;3.85
Jan 7, 2022;4:30 AM;3;1;219.05;-49.58;2,155;2,065;0.57;3.85
Jan 7, 2022;4:45 AM;1;1;143.51;-52.76;2,155;2,065;0.57;3.85
Jan 7, 2022;5:00 AM;2;2;184.15;-47.84;2,155;2,065;0.57;3.85
Jan 7, 2022;5:15 AM;1;7;152.55;-45.24;2,155;2,065;0.57;3.85
Jan 7, 2022;5:30 AM;1;3;162.08;-47.01;2,155;2,065;0.57;3.85
Jan 7, 2022;5:45 AM;1;11;159.37;-44.29;2,155;2,065;0.57;3.85
Jan 7, 2022;6:00 AM;1;139;140.99;-31.61;2,155;2,065;0.57;3.85
Jan 7, 2022;6:15 AM;0;105;137.5;-35.44;2,155;2,065;0.57;3.85
Jan 7, 2022;6:30 AM;0;99;137.5;-35.78;2,155;2,065;0.57;3.85
Jan 7, 2022;6:45 AM;0;179;137.5;-26.6;2,155;2,065;0.57;3.85
Jan 7, 2022;7:00 AM;1;223;137.5;-19.51;2,155;2,065;0.57;3.85
Jan 7, 2022;7:15 AM;0;161;137.5;-28.81;2,155;2,065;0.57;3.85
Jan 7, 2022;7:30 AM;0;78;137.5;-36.97;2,155;2,065;0.57;3.85
Jan 7, 2022;7:45 AM;0;24;137.5;-42.52;2,155;2,065;0.57;3.85
Jan 7, 2022;8:00 AM;0;164;137.5;-48.07;2,196;2,064;2.15;0.43
Jan 7, 2022;8:15 AM;0;111;137.5;-50.89;2,196;2,064;2.15;0.43
Jan 7, 2022;8:30 AM;1;10;137.5;-63.94;2,196;2,064;2.15;0.43
Jan 7, 2022;8:45 AM;3;1;209.72;-65;2,196;2,064;2.15;0.43
Jan 7, 2022;9:00 AM;0;28;137.5;-61.48;2,196;2,064;2.15;0.43
Jan 7, 2022;9:15 AM;0;9;137.5;-64.1;2,196;2,064;2.15;0.43
Jan 7, 2022;9:30 AM;0;4;137.5;-64.75;2,196;2,064;2.15;0.43
Jan 7, 2022;9:45 AM;1;1;137.5;-65;2,196;2,064;2.15;0.43
Jan 7, 2022;10:00 AM;14;2;283.82;-65;2,196;2,064;2.15;0.43
Jan 7, 2022;10:15 AM;1;10;153.1;-63.86;2,196;2,064;2.15;0.43
Jan 7, 2022;10:30 AM;0;5;137.5;-64.63;2,196;2,064;2.15;0.43
Jan 7, 2022;10:45 AM;1;2;139.31;-65;2,196;2,064;2.15;0.43
Jan 7, 2022;11:00 AM;0;47;137.5;-58.54;2,196;2,064;2.15;0.43
Jan 7, 2022;11:15 AM;0;130;137.5;-49.73;2,196;2,064;2.15;0.43
Jan 7, 2022;11:30 AM;0;46;137.5;-58.69;2,196;2,064;2.15;0.43
Jan 7, 2022;11:45 AM;4;1;222.32;-65;2,196;2,064;2.15;0.43
Jan 7, 2022;12:00 PM;12;2;296.01;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;12:15 PM;4;2;233.89;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;12:30 PM;95;0;362.66;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;12:45 PM;21;2;317.89;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;1:00 PM;2;4;207.08;-74.72;2,163;2,065;1.44;0.29
Jan 7, 2022;1:15 PM;0;11;137.5;-73.81;2,163;2,065;1.44;0.29
Jan 7, 2022;1:30 PM;2;6;194.77;-74.45;2,163;2,065;1.44;0.29
Jan 7, 2022;1:45 PM;1;8;137.51;-74.26;2,163;2,065;1.44;0.29
Jan 7, 2022;2:00 PM;2;9;197.5;-74.04;2,163;2,065;1.44;0.29
Jan 7, 2022;2:15 PM;15;0;305.6;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;2:30 PM;79;0;358.31;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;2:45 PM;142;0;372.09;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;3:00 PM;27;1;327.97;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;3:15 PM;3;2;225.86;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;3:30 PM;69;1;355.04;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;3:45 PM;14;1;302.79;-75;2,163;2,065;1.44;0.29
Jan 7, 2022;4:00 PM;15;13;320.39;-83.49;2,196;2,038;4.09;0.15
Jan 7, 2022;4:15 PM;7;7;293.49;-84.37;2,196;2,038;4.09;0.15
Jan 7, 2022;4:30 PM;18;1;324.5;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;4:45 PM;17;1;323.3;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;5:00 PM;5;2;282.88;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;5:15 PM;38;9;344.86;-84.06;2,196;2,038;4.09;0.15
Jan 7, 2022;5:30 PM;158;0;380.96;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;5:45 PM;96;0;368.54;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;6:00 PM;18;1;324.35;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;6:15 PM;46;0;350.33;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;6:30 PM;44;0;349.16;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;6:45 PM;64;1;358.89;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;7:00 PM;64;0;358.95;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;7:15 PM;28;1;336.16;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;7:30 PM;22;1;329.29;-85;2,196;2,038;4.09;0.15
Jan 7, 2022;7:45 PM;8;7;302.04;-84.31;2,196;2,038;4.09;0.15
Jan 7, 2022;8:00 PM;26;1;333.52;-98.27;2,043;2,006;0.69;0.28
Jan 7, 2022;8:15 PM;33;12;338.5;-95.71;2,043;2,006;0.69;0.28
Jan 7, 2022;8:30 PM;10;12;298.75;-95.66;2,043;2,006;0.69;0.28
Jan 7, 2022;8:45 PM;1;45;167.58;-90.34;2,043;2,006;0.69;0.28
Jan 7, 2022;9:00 PM;4;8;232.92;-96.26;2,043;2,006;0.69;0.28
Jan 7, 2022;9:15 PM;2;1;207.1;-98.27;2,043;2,006;0.69;0.28
Jan 7, 2022;9:30 PM;1;2;137.5;-97.71;2,043;2,006;0.69;0.28
Jan 7, 2022;9:45 PM;2;54;194.25;-88.95;2,043;2,006;0.69;0.28
Jan 7, 2022;10:00 PM;1;11;138.94;-95.81;2,043;2,006;0.69;0.28
Jan 7, 2022;10:15 PM;30;21;336.05;-94.27;2,043;2,006;0.69;0.28
